央视卫视,#genre#
NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
咪咕全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
哈尔滨新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
漠河综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226097/index.m3u8



黑龙江移动,#genre#
CCTV1,http://39.134.68.155:6610/PLTV/88888888/224/3221226514/index.m3u8?IASHttpSessionId=
CCTV1,http://39.134.68.155:6610/PLTV/88888888/224/3221226016/index.m3u8?IASHttpSessionId=
CCTV1,http://39.134.68.155:6610/PLTV/88888888/224/3221226559/index.m3u8?IASHttpSessionId=

CCTV2,http://39.134.68.155:6610/PLTV/88888888/224/3221225588/index.m3u8?IASHttpSessionId=
CCTV2,http://39.134.68.155:6610/PLTV/88888888/224/3221226540/index.m3u8?IASHttpSessionId=

CCTV3,http://39.134.68.155:6610/PLTV/88888888/224/3221226021/index.m3u8?IASHttpSessionId=

CCTV4,http://39.134.68.155:6610/PLTV/88888888/224/3221226007/index.m3u8?IASHttpSessionId=
CCTV4,http://39.134.68.155:6610/PLTV/88888888/224/3221226428/index.m3u8?IASHttpSessionId=

CCTV5,http://39.134.68.155:6610/PLTV/88888888/224/3221225715/index.m3u8?IASHttpSessionId=
CCTV5,http://39.134.68.155:6610/PLTV/88888888/224/3221226019/index.m3u8?IASHttpSessionId=

CCTV5+,http://39.134.68.155:6610/PLTV/88888888/224/3221225603/index.m3u8?IASHttpSessionId=

CCTV6,http://39.134.68.155:6610/PLTV/88888888/224/3221226010/index.m3u8?IASHttpSessionId=

CCTV7,http://39.134.68.155:6610/PLTV/88888888/224/3221225733/index.m3u8?IASHttpSessionId=

CCTV8,http://39.134.68.155:6610/PLTV/88888888/224/3221226008/index.m3u8?IASHttpSessionId=

CCTV9,http://39.134.68.155:6610/PLTV/88888888/224/3221225734/index.m3u8?IASHttpSessionId=

CCTV10,http://39.134.68.155:6610/PLTV/88888888/224/3221225730/index.m3u8?IASHttpSessionId=
CCTV10,http://39.134.68.155:6610/PLTV/88888888/224/3221226473/index.m3u8?IASHttpSessionId=

CCTV11,http://39.134.68.155:6610/PLTV/88888888/224/3221225597/index.m3u8?IASHttpSessionId=
CCTV11,http://39.134.68.155:6610/PLTV/88888888/224/3221226565/index.m3u8?IASHttpSessionId=

CCTV12,http://39.134.68.155:6610/PLTV/88888888/224/3221225731/index.m3u8?IASHttpSessionId=
CCTV12,http://39.134.68.155:6610/PLTV/88888888/224/3221226568/index.m3u8?IASHttpSessionId=

CCTV13,http://39.134.68.155:6610/PLTV/88888888/224/3221226011/index.m3u8?IASHttpSessionId=
CCTV13,http://39.134.68.155:6610/PLTV/88888888/224/3221226537/index.m3u8?IASHttpSessionId=
CCTV13,http://39.134.68.155:6610/PLTV/88888888/224/3221226571/index.m3u8?IASHttpSessionId=

CCTV14,http://39.134.68.155:6610/PLTV/88888888/224/3221225732/index.m3u8?IASHttpSessionId=
CCTV14,http://39.134.68.155:6610/PLTV/88888888/224/3221226591/index.m3u8?IASHttpSessionId=

CCTV15,http://39.134.68.155:6610/PLTV/88888888/224/3221225601/index.m3u8?IASHttpSessionId=
CCTV15,http://39.134.68.155:6610/PLTV/88888888/224/3221226476/index.m3u8?IASHttpSessionId=

CCTV16,http://39.134.68.155:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=

CCTV17,http://39.134.68.155:6610/PLTV/88888888/224/3221225765/index.m3u8?IASHttpSessionId=

CETV1,http://39.134.68.155:6610/PLTV/88888888/224/3221225652/index.m3u8?IASHttpSessionId=
CETV2,http://39.134.68.155:6610/PLTV/88888888/224/3221226425/index.m3u8?IASHttpSessionId=
CETV4,http://39.134.68.155:6610/PLTV/88888888/224/3221225783/index.m3u8?IASHttpSessionId=
CGTN,http://39.134.68.155:6610/PLTV/88888888/224/3221225604/index.m3u8?IASHttpSessionId=

CGTN阿语,http://39.134.68.155:6610/PLTV/88888888/224/3221226517/index.m3u8?IASHttpSessionId=
CGTN俄语,http://39.134.68.155:6610/PLTV/88888888/224/3221226543/index.m3u8?IASHttpSessionId=
CGTN法语,http://39.134.68.155:6610/PLTV/88888888/224/3221226520/index.m3u8?IASHttpSessionId=
CGTN记录,http://39.134.68.155:6610/PLTV/88888888/224/3221225602/index.m3u8?IASHttpSessionId=
CGTN西语,http://39.134.68.155:6610/PLTV/88888888/224/3221226431/index.m3u8?IASHttpSessionId=

北京卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225728/index.m3u8?IASHttpSessionId=
北京卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=
北京卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226251/index.m3u8?IASHttpSessionId=

东方卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225735/index.m3u8?IASHttpSessionId=
东方卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225738/index.m3u8?IASHttpSessionId=
东方卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226345/index.m3u8?IASHttpSessionId=
东方卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226336/index.m3u8?IASHttpSessionId=

深圳卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225739/index.m3u8?IASHttpSessionId=
深圳卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226313/index.m3u8?IASHttpSessionId=
深圳卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226510/index.m3u8?IASHttpSessionId=

天津卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225740/index.m3u8?IASHttpSessionId=
天津卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226459/index.m3u8?IASHttpSessionId=
天津卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226395/index.m3u8?IASHttpSessionId=

重庆卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225618/index.m3u8?IASHttpSessionId=
重庆卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=
重庆卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226463/index.m3u8?IASHttpSessionId=

湖南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225610/index.m3u8?IASHttpSessionId=
湖南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226307/index.m3u8?IASHttpSessionId=
湖南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226430/index.m3u8?IASHttpSessionId=

浙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225612/index.m3u8?IASHttpSessionId=
浙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226339/index.m3u8?IASHttpSessionId=
浙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226342/index.m3u8?IASHttpSessionId=

广东卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226248/index.m3u8?IASHttpSessionId=
广东卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226374/index.m3u8?IASHttpSessionId=

江苏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225613/index.m3u8?IASHttpSessionId=
江苏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226310/index.m3u8?IASHttpSessionId=
江苏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226495/index.m3u8?IASHttpSessionId=

安多卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225659/index.m3u8?IASHttpSessionId=
安徽卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226391/index.m3u8?IASHttpSessionId=
安徽卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226498/index.m3u8?IASHttpSessionId=

辽宁卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225619/index.m3u8?IASHttpSessionId=
辽宁卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226546/index.m3u8?IASHttpSessionId=
辽宁卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226254/index.m3u8?IASHttpSessionId=

吉林卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=
吉林卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226386/index.m3u8?IASHttpSessionId=

黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226419/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226467/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226525/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226532/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226531/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226582/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226585/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226421/index.m3u8?IASHttpSessionId=

四川卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226338/index.m3u8?IASHttpSessionId=
四川卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226513/index.m3u8?IASHttpSessionId=

山东卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226456/index.m3u8?IASHttpSessionId=
山东卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226507/index.m3u8?IASHttpSessionId=

河南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226480/index.m3u8?IASHttpSessionId=
河南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226320/index.m3u8?IASHttpSessionId=

河北卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226406/index.m3u8?IASHttpSessionId=
河北卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225623/index.m3u8?IASHttpSessionId=
河北卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226448/index.m3u8?IASHttpSessionId=

湖北卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225627/index.m3u8?IASHttpSessionId=
湖北卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226477/index.m3u8?IASHttpSessionId=
湖北卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226501/index.m3u8?IASHttpSessionId=

东南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225620/index.m3u8?IASHttpSessionId=
东南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226341/index.m3u8?IASHttpSessionId=
东南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226377/index.m3u8?IASHttpSessionId=

江西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226344/index.m3u8?IASHttpSessionId=
江西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226504/index.m3u8?IASHttpSessionId=

广西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226549/index.m3u8?IASHttpSessionId=
广西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226380/index.m3u8?IASHttpSessionId=

山西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225624/index.m3u8?IASHttpSessionId=
山西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226392/index.m3u8?IASHttpSessionId=

陕西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225625/index.m3u8?IASHttpSessionId=
陕西卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226457/index.m3u8?IASHttpSessionId=

海南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226465/index.m3u8?IASHttpSessionId=
海南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225639/index.m3u8?IASHttpSessionId=
海南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226445/index.m3u8?IASHttpSessionId=

云南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226444/index.m3u8?IASHttpSessionId=

贵州卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=
贵州卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225626/index.m3u8?IASHttpSessionId=
贵州卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226383/index.m3u8?IASHttpSessionId=

青海卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225628/index.m3u8?IASHttpSessionId=
青海卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226323/index.m3u8?IASHttpSessionId=

宁夏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225632/index.m3u8?IASHttpSessionId=
宁夏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226454/index.m3u8?IASHttpSessionId=

甘肃卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225633/index.m3u8?IASHttpSessionId=
甘肃卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226522/index.m3u8?IASHttpSessionId=

内蒙古卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225634/index.m3u8?IASHttpSessionId=
内蒙古卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226389/index.m3u8?IASHttpSessionId=

西藏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225638/index.m3u8?IASHttpSessionId=
西藏卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226433/index.m3u8?IASHttpSessionId=

新疆卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225635/index.m3u8?IASHttpSessionId=
新疆卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226460/index.m3u8?IASHttpSessionId=

兵团卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226439/index.m3u8?IASHttpSessionId=

康巴卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225660/index.m3u8?IASHttpSessionId=

延边卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221226516/index.m3u8?IASHttpSessionId=

北京纪实科教,http://39.134.68.155:6610/PLTV/88888888/224/3221225729/index.m3u8?IASHttpSessionId=
北京少儿,http://39.134.68.155:6610/PLTV/88888888/224/3221225654/index.m3u8?IASHttpSessionId=
山东教育卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225655/index.m3u8?IASHttpSessionId=

黑龙江都市,http://39.134.68.155:6610/PLTV/88888888/224/3221226301/index.m3u8?IASHttpSessionId=
黑龙江都市,http://39.134.68.155:6610/PLTV/88888888/224/3221226427/index.m3u8?IASHttpSessionId=
黑龙江农业科教,http://39.134.68.155:6610/PLTV/88888888/224/3221226242/index.m3u8?IASHttpSessionId=
黑龙江农业科教,http://39.134.68.155:6610/PLTV/88888888/224/3221226492/index.m3u8?IASHttpSessionId=
黑龙江少儿,http://39.134.68.155:6610/PLTV/88888888/224/3221226304/index.m3u8?IASHttpSessionId=
黑龙江少儿,http://39.134.68.155:6610/PLTV/88888888/224/3221226371/index.m3u8?IASHttpSessionId=
黑龙江文体,http://39.134.68.155:6610/PLTV/88888888/224/3221226239/index.m3u8?IASHttpSessionId=
黑龙江文体,http://39.134.68.155:6610/PLTV/88888888/224/3221226424/index.m3u8?IASHttpSessionId=
黑龙江新闻法治,http://39.134.68.155:6610/PLTV/88888888/224/3221226330/index.m3u8?IASHttpSessionId=
黑龙江新闻法治,http://39.134.68.155:6610/PLTV/88888888/224/3221226368/index.m3u8?IASHttpSessionId=
黑龙江影视,http://39.134.68.155:6610/PLTV/88888888/224/3221226298/index.m3u8?IASHttpSessionId=
黑龙江影视,http://39.134.68.155:6610/PLTV/88888888/224/3221226365/index.m3u8?IASHttpSessionId=

哈尔滨生活,http://39.134.68.155:6610/PLTV/88888888/224/3221226526/index.m3u8?IASHttpSessionId=
哈尔滨新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226558/index.m3u8?IASHttpSessionId=
哈尔滨新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226434/index.m3u8?IASHttpSessionId=
哈尔滨影视,http://39.134.68.155:6610/PLTV/88888888/224/3221226552/index.m3u8?IASHttpSessionId=

齐齐哈尔经济法治,http://39.134.68.155:6610/PLTV/88888888/224/3221226493/index.m3u8?IASHttpSessionId=
齐齐哈尔经济法治,http://39.134.68.155:6610/PLTV/88888888/224/3221226555/index.m3u8?IASHttpSessionId=
齐齐哈尔新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226413/index.m3u8?IASHttpSessionId=
齐齐哈尔新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226437/index.m3u8?IASHttpSessionId=

牡丹江新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226422/index.m3u8?IASHttpSessionId=
佳木斯新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226451/index.m3u8?IASHttpSessionId=
大庆教育,http://39.134.68.155:6610/PLTV/88888888/224/3221226523/index.m3u8?IASHttpSessionId=
大庆新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226484/index.m3u8?IASHttpSessionId=
鹤岗新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226496/index.m3u8?IASHttpSessionId=
鹤岗新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226534/index.m3u8?IASHttpSessionId=
双鸭山新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226502/index.m3u8?IASHttpSessionId=
双鸭山新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226529/index.m3u8?IASHttpSessionId=
鸡西新闻法治,http://39.134.68.155:6610/PLTV/88888888/224/3221226410/index.m3u8?IASHttpSessionId=
鸡西安全生活,http://39.134.68.155:6610/PLTV/88888888/224/3221226481/index.m3u8?IASHttpSessionId=
伊春新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226416/index.m3u8?IASHttpSessionId=
大兴安岭新闻综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226499/index.m3u8?IASHttpSessionId=
漠河综合,http://39.134.68.155:6610/PLTV/88888888/224/3221226535/index.m3u8?IASHttpSessionId=

哈哈炫动,http://39.134.68.155:6610/PLTV/88888888/224/3221225657/index.m3u8?IASHttpSessionId=
金鹰卡通,http://39.134.68.155:6610/PLTV/88888888/224/3221225653/index.m3u8?IASHttpSessionId=
优漫卡通,http://39.134.68.155:6610/PLTV/88888888/224/3221225656/index.m3u8?IASHttpSessionId=

爱情戏剧,http://39.134.68.155:6610/PLTV/88888888/224/3221225669/index.m3u8?IASHttpSessionId=
超级电视剧,http://39.134.68.155:6610/PLTV/88888888/224/3221225716/index.m3u8?IASHttpSessionId=
